Business Date,Business Hour,Location Name,Net Sales Total  (Sum),Number of Guests  (Sum)
7/1/2019,7:00 AM - 7:59 AM,3,0,0
7/1/2019,12:00 PM - 12:59 PM,3,706.56,29
7/1/2019,10:00 PM - 10:59 PM,3,-60.87,2
7/1/2019,10:00 PM - 10:59 PM,3,-6.45,0
7/1/2019,11:00 AM - 11:59 AM,3,90.67,12
7/1/2019,2:00 PM - 2:59 PM,3,27.38,2
7/1/2019,6:00 PM - 6:59 PM,3,183.74,18
7/1/2019,5:00 PM - 5:59 PM,3,108.81,8
7/1/2019,10:00 AM - 10:59 AM,3,98.35,6
7/1/2019,10:00 AM - 10:59 AM,3,0,0
7/1/2019,11:00 AM - 11:59 AM,3,35.58,2
7/1/2019,6:00 PM - 6:59 PM,3,96.74,4
7/1/2019,10:00 PM - 10:59 PM,3,-4,0
7/1/2019,6:00 PM - 6:59 PM,3,265.31,14
7/1/2019,11:00 PM - 11:59 PM,3,-38.67,0
7/1/2019,8:00 PM - 8:59 PM,3,265.49,6
7/1/2019,7:00 PM - 7:59 PM,3,412.35,14
7/1/2019,4:00 PM - 4:59 PM,3,43.71,1
7/1/2019,8:00 AM - 8:59 AM,3,7.38,1
7/1/2019,7:00 AM - 7:59 AM,3,0,0
7/1/2019,9:00 PM - 9:59 PM,3,100.61,1
7/1/2019,12:00 PM - 12:59 PM,3,245.96,18
7/1/2019,8:00 AM - 8:59 AM,3,55.33,5
7/1/2019,5:00 PM - 5:59 PM,3,38.77,6
7/1/2019,9:00 AM - 9:59 AM,3,0,0
7/1/2019,7:00 AM - 7:59 AM,3,33.47,1
7/1/2019,10:00 AM - 10:59 AM,3,44.36,2
7/1/2019,4:00 PM - 4:59 PM,3,58.17,0
7/1/2019,11:00 AM - 11:59 AM,3,112.83,4
7/1/2019,7:00 PM - 7:59 PM,3,229.25,4
7/1/2019,3:00 PM - 3:59 PM,3,98.55,11
7/1/2019,3:00 PM - 3:59 PM,3,-28.57,0
7/1/2019,8:00 PM - 8:59 PM,3,138.52,10
7/1/2019,1:00 PM - 1:59 PM,3,114.44,3
7/1/2019,12:00 PM - 12:59 PM,3,399.44,18
7/1/2019,7:00 PM - 7:59 PM,3,340.3,31
7/1/2019,8:00 AM - 8:59 AM,3,47.84,4
7/1/2019,10:00 AM - 10:59 AM,3,9,1
7/1/2019,1:00 PM - 1:59 PM,3,49.83,5
7/1/2019,3:00 PM - 3:59 PM,3,0,1
7/1/2019,9:00 PM - 9:59 PM,3,187.56,3
7/1/2019,9:00 AM - 9:59 AM,3,110.05,5
7/1/2019,2:00 PM - 2:59 PM,3,-56.51,4
7/2/2019,2:00 PM - 2:59 PM,3,118.7,1
7/2/2019,5:00 PM - 5:59 PM,3,116.25,14
7/2/2019,9:00 AM - 9:59 AM,3,9.49,6
7/2/2019,10:00 AM - 10:59 AM,3,40.74,6
7/2/2019,1:00 PM - 1:59 PM,3,37.58,2
7/2/2019,7:00 PM - 7:59 PM,3,323.3,13
7/2/2019,9:00 AM - 9:59 AM,3,92.19,9
7/2/2019,3:00 PM - 3:59 PM,3,36.68,4
7/2/2019,8:00 AM - 8:59 AM,3,23.58,1
7/2/2019,4:00 PM - 4:59 PM,3,57.18,4
7/2/2019,10:00 PM - 10:59 PM,3,-4.9,0
7/2/2019,8:00 PM - 8:59 PM,3,120.99,15
7/2/2019,9:00 AM - 9:59 AM,3,51.05,3
7/2/2019,3:00 PM - 3:59 PM,3,89.36,2
7/2/2019,9:00 PM - 9:59 PM,3,151.94,12
7/2/2019,6:00 PM - 6:59 PM,3,271.71,10
7/2/2019,12:00 PM - 12:59 PM,3,232.65,5
7/2/2019,3:00 PM - 3:59 PM,3,29.78,4
7/2/2019,9:00 PM - 9:59 PM,3,57.87,2
7/2/2019,1:00 PM - 1:59 PM,3,223.45,16
7/2/2019,9:00 AM - 9:59 AM,3,55.34,3
7/2/2019,5:00 PM - 5:59 PM,3,296.01,16
7/2/2019,6:00 PM - 6:59 PM,3,390.54,15
7/2/2019,10:00 PM - 10:59 PM,3,-85.55,1
7/2/2019,8:00 PM - 8:59 PM,3,166.12,4
7/2/2019,7:00 AM - 7:59 AM,3,0,0
7/2/2019,7:00 PM - 7:59 PM,3,322.2,28
7/2/2019,1:00 PM - 1:59 PM,3,204.5,8
7/2/2019,7:00 PM - 7:59 PM,3,412.37,8
7/2/2019,2:00 PM - 2:59 PM,3,61.16,4
7/2/2019,10:00 AM - 10:59 AM,3,63.96,12
7/2/2019,12:00 PM - 12:59 PM,3,753.22,37
7/2/2019,7:00 PM - 7:59 PM,3,358.65,16
7/2/2019,10:00 AM - 10:59 AM,3,80.44,1
7/2/2019,12:00 PM - 12:59 PM,3,358.96,29
7/2/2019,11:00 AM - 11:59 AM,3,26.89,2
7/2/2019,7:00 AM - 7:59 AM,3,17.58,2
7/2/2019,3:00 PM - 3:59 PM,3,23.29,4
7/2/2019,5:00 PM - 5:59 PM,3,258.67,13
7/2/2019,7:00 AM - 7:59 AM,3,26.77,0
7/2/2019,4:00 PM - 4:59 PM,3,27,4
7/2/2019,6:00 PM - 6:59 PM,3,239.1,15
7/2/2019,1:00 PM - 1:59 PM,3,52.07,1
7/2/2019,7:00 AM - 7:59 AM,3,3.69,1
7/2/2019,10:00 PM - 10:59 PM,3,-33.11,1
7/2/2019,8:00 PM - 8:59 PM,3,168.29,4
7/2/2019,2:00 PM - 2:59 PM,3,114.02,9
7/2/2019,4:00 PM - 4:59 PM,3,84.77,4
7/2/2019,8:00 AM - 8:59 AM,3,0,0
7/2/2019,5:00 PM - 5:59 PM,3,99.66,3
7/2/2019,6:00 PM - 6:59 PM,3,218.62,10
7/2/2019,2:00 PM - 2:59 PM,3,176.7,11
7/2/2019,9:00 PM - 9:59 PM,3,78.95,5
7/2/2019,11:00 AM - 11:59 AM,3,149.67,17
7/2/2019,10:00 AM - 10:59 AM,3,196.13,4
7/2/2019,11:00 AM - 11:59 AM,3,231.64,11
7/2/2019,8:00 AM - 8:59 AM,3,78.18,8
7/2/2019,12:00 PM - 12:59 PM,3,232.54,9
7/2/2019,4:00 PM - 4:59 PM,3,2.57,1
7/2/2019,9:00 PM - 9:59 PM,3,165.48,5
7/2/2019,8:00 PM - 8:59 PM,3,163.02,5
7/2/2019,8:00 AM - 8:59 AM,3,73.79,6
7/2/2019,11:00 AM - 11:59 AM,3,532.18,25
7/3/2019,9:00 AM - 9:59 AM,3,47.96,3
7/3/2019,8:00 PM - 8:59 PM,3,497.28,25
7/3/2019,9:00 PM - 9:59 PM,3,282.05,15
7/3/2019,10:00 PM - 10:59 PM,3,51.6,4
7/3/2019,11:00 AM - 11:59 AM,3,147.35,9
7/3/2019,9:00 AM - 9:59 AM,3,98.5,2
7/3/2019,9:00 PM - 9:59 PM,3,273.24,14
7/3/2019,5:00 PM - 5:59 PM,3,379.89,27
7/3/2019,6:00 PM - 6:59 PM,3,414.05,17
7/3/2019,1:00 PM - 1:59 PM,3,43.37,2
7/3/2019,4:00 PM - 4:59 PM,3,51.9,9
7/3/2019,3:00 PM - 3:59 PM,3,9.69,2
7/3/2019,7:00 AM - 7:59 AM,3,36.26,3
7/3/2019,2:00 PM - 2:59 PM,3,113.61,12
7/3/2019,12:00 PM - 12:59 PM,3,370.45,11
7/3/2019,8:00 AM - 8:59 AM,3,26.57,3
7/3/2019,3:00 PM - 3:59 PM,3,98.36,4
7/3/2019,5:00 PM - 5:59 PM,3,365.12,23
7/3/2019,6:00 PM - 6:59 PM,3,658.5,28
7/3/2019,8:00 PM - 8:59 PM,3,451.75,15
7/3/2019,10:00 PM - 10:59 PM,3,130.32,7
7/3/2019,11:00 PM - 11:59 PM,3,-23.88,0
7/3/2019,11:00 AM - 11:59 AM,3,59.55,2
7/3/2019,10:00 AM - 10:59 AM,3,134.81,3
7/3/2019,2:00 PM - 2:59 PM,3,47.07,0
7/3/2019,4:00 PM - 4:59 PM,3,335.5,9
7/3/2019,10:00 AM - 10:59 AM,3,42.26,8
7/3/2019,8:00 PM - 8:59 PM,3,359.07,14
7/3/2019,8:00 PM - 8:59 PM,3,190.73,10
7/3/2019,1:00 PM - 1:59 PM,3,209.9,26
7/3/2019,4:00 PM - 4:59 PM,3,106,7
7/3/2019,9:00 AM - 9:59 AM,3,67.74,0
7/3/2019,3:00 PM - 3:59 PM,3,122.8,8
7/3/2019,12:00 PM - 12:59 PM,3,386.27,9
7/3/2019,5:00 PM - 5:59 PM,3,120.18,10
7/3/2019,9:00 PM - 9:59 PM,3,43.58,5
7/3/2019,10:00 PM - 10:59 PM,3,-23.14,2
7/3/2019,11:00 PM - 11:59 PM,3,-16.69,0
7/3/2019,2:00 PM - 2:59 PM,3,5,0
7/3/2019,5:00 PM - 5:59 PM,3,280.67,12
7/3/2019,11:00 AM - 11:59 AM,3,469.98,45
7/3/2019,4:00 PM - 4:59 PM,3,140.85,8
7/3/2019,7:00 PM - 7:59 PM,3,360.06,23
7/3/2019,6:00 PM - 6:59 PM,3,420.19,22
7/3/2019,7:00 PM - 7:59 PM,3,205.29,11
7/3/2019,11:00 PM - 11:59 PM,3,0,0
7/3/2019,9:00 AM - 9:59 AM,3,61.42,12
7/3/2019,10:00 AM - 10:59 AM,3,55.45,3
7/3/2019,11:00 AM - 11:59 AM,3,103.31,11
7/3/2019,12:00 AM - 12:59 AM,3,-24,0
7/3/2019,1:00 PM - 1:59 PM,3,108.1,1
7/3/2019,7:00 PM - 7:59 PM,3,341.86,20
7/3/2019,10:00 PM - 10:59 PM,3,0,0
7/3/2019,11:00 PM - 11:59 PM,3,-66.99,0
7/3/2019,1:00 PM - 1:59 PM,3,385.69,5
7/3/2019,3:00 PM - 3:59 PM,3,1.47,4
7/3/2019,6:00 PM - 6:59 PM,3,321.39,27
7/3/2019,7:00 PM - 7:59 PM,3,798.73,32
7/3/2019,9:00 PM - 9:59 PM,3,273.21,15
7/3/2019,10:00 AM - 10:59 AM,3,64.21,4
7/3/2019,8:00 AM - 8:59 AM,3,30.66,5
7/3/2019,12:00 PM - 12:59 PM,3,399.4,13
7/3/2019,12:00 PM - 12:59 PM,3,498.83,26
7/3/2019,8:00 AM - 8:59 AM,3,35.55,2
7/3/2019,8:00 AM - 8:59 AM,3,58.69,5
7/3/2019,2:00 PM - 2:59 PM,3,71.29,7
7/4/2019,9:00 AM - 9:59 AM,3,375.08,22
7/4/2019,7:00 PM - 7:59 PM,3,415.67,12
7/4/2019,10:00 PM - 10:59 PM,3,9,0
7/4/2019,6:00 PM - 6:59 PM,3,126.43,8
7/4/2019,1:00 PM - 1:59 PM,3,286.92,21
7/4/2019,10:00 AM - 10:59 AM,3,446.75,16
7/4/2019,3:00 PM - 3:59 PM,3,306.92,20
7/4/2019,5:00 PM - 5:59 PM,3,137.13,3
7/4/2019,10:00 AM - 10:59 AM,3,216.66,20
7/4/2019,8:00 AM - 8:59 AM,3,134.69,9
7/4/2019,6:00 PM - 6:59 PM,3,610,27
7/4/2019,9:00 AM - 9:59 AM,3,96.3,9
7/4/2019,10:00 PM - 10:59 PM,3,0,0
7/4/2019,11:00 AM - 11:59 AM,3,359.86,16
7/4/2019,11:00 AM - 11:59 AM,3,634.49,38
7/4/2019,11:00 AM - 11:59 AM,3,343.34,26
7/4/2019,6:00 PM - 6:59 PM,3,654.97,33
7/4/2019,8:00 PM - 8:59 PM,3,338.26,23
7/4/2019,2:00 PM - 2:59 PM,3,373.15,19
7/4/2019,8:00 PM - 8:59 PM,3,285.94,14
7/4/2019,2:00 PM - 2:59 PM,3,262.45,10
7/4/2019,1:00 PM - 1:59 PM,3,564.74,23
7/4/2019,7:00 AM - 7:59 AM,3,162.4,19
7/4/2019,5:00 PM - 5:59 PM,3,105.73,6
7/4/2019,4:00 PM - 4:59 PM,3,102.87,7
7/4/2019,5:00 PM - 5:59 PM,3,132.58,8
7/4/2019,3:00 PM - 3:59 PM,3,166.99,7
7/4/2019,4:00 PM - 4:59 PM,3,185.26,8
7/4/2019,7:00 AM - 7:59 AM,3,24.92,6
7/4/2019,7:00 PM - 7:59 PM,3,245.66,14
7/4/2019,12:00 PM - 12:59 PM,3,262.38,20
7/4/2019,2:00 PM - 2:59 PM,3,374.16,14
7/4/2019,8:00 AM - 8:59 AM,3,262.12,21
7/4/2019,5:00 PM - 5:59 PM,3,141.6,12
7/4/2019,10:00 PM - 10:59 PM,3,-65.21,1
7/4/2019,2:00 PM - 2:59 PM,3,292.12,9
7/4/2019,6:00 PM - 6:59 PM,3,260.97,31
7/4/2019,12:00 PM - 12:59 PM,3,267.02,14
7/4/2019,12:00 PM - 12:59 PM,3,311.48,18
7/4/2019,12:00 PM - 12:59 PM,3,340.75,17
7/4/2019,7:00 PM - 7:59 PM,3,350.59,12
7/4/2019,4:00 PM - 4:59 PM,3,45,10
7/4/2019,9:00 AM - 9:59 AM,3,322.89,15
7/4/2019,8:00 PM - 8:59 PM,3,372.71,11
7/4/2019,3:00 PM - 3:59 PM,3,296.18,21
7/4/2019,8:00 PM - 8:59 PM,3,222.12,11
7/4/2019,11:00 PM - 11:59 PM,3,-12.78,0
7/4/2019,1:00 PM - 1:59 PM,3,395.02,13
7/4/2019,9:00 AM - 9:59 AM,3,214.87,13
7/4/2019,10:00 AM - 10:59 AM,3,469.38,36
7/4/2019,9:00 PM - 9:59 PM,3,77.87,6
7/4/2019,1:00 PM - 1:59 PM,3,486.55,26
7/4/2019,3:00 PM - 3:59 PM,3,295.9,7
7/4/2019,8:00 AM - 8:59 AM,3,164.15,14
7/4/2019,10:00 PM - 10:59 PM,3,-24.94,1
7/4/2019,9:00 PM - 9:59 PM,3,149.78,11
7/4/2019,9:00 PM - 9:59 PM,3,167.81,2
7/4/2019,10:00 AM - 10:59 AM,3,296.95,17
7/4/2019,8:00 AM - 8:59 AM,3,153.12,18
7/4/2019,4:00 PM - 4:59 PM,3,32.51,4
7/4/2019,7:00 PM - 7:59 PM,3,274.59,17
7/4/2019,11:00 AM - 11:59 AM,3,454.39,18
7/4/2019,7:00 AM - 7:59 AM,3,6.97,1
7/4/2019,9:00 PM - 9:59 PM,3,171.5,13
7/5/2019,11:00 PM - 11:59 PM,3,7.99,0
7/5/2019,8:00 AM - 8:59 AM,3,48.76,5
7/5/2019,8:00 AM - 8:59 AM,3,106.43,7
7/5/2019,8:00 AM - 8:59 AM,3,95.57,7
7/5/2019,9:00 AM - 9:59 AM,3,297.1,18
7/5/2019,4:00 PM - 4:59 PM,3,137.54,11
7/5/2019,3:00 PM - 3:59 PM,3,75.69,8
7/5/2019,5:00 PM - 5:59 PM,3,166.94,19
7/5/2019,3:00 PM - 3:59 PM,3,10,0
7/5/2019,10:00 AM - 10:59 AM,3,431.91,21
7/5/2019,12:00 PM - 12:59 PM,3,463.13,18
7/5/2019,10:00 AM - 10:59 AM,3,296.55,24
7/5/2019,10:00 PM - 10:59 PM,3,112.56,5
7/5/2019,1:00 PM - 1:59 PM,3,162.55,4
7/5/2019,4:00 PM - 4:59 PM,3,118.91,8
7/5/2019,5:00 PM - 5:59 PM,3,384.98,28
7/5/2019,2:00 PM - 2:59 PM,3,79.74,7
7/5/2019,11:00 PM - 11:59 PM,3,8,1
7/5/2019,4:00 PM - 4:59 PM,3,-20.25,4
7/5/2019,9:00 PM - 9:59 PM,3,255.76,18
7/5/2019,9:00 PM - 9:59 PM,3,117.89,7
7/5/2019,12:00 PM - 12:59 PM,3,351.18,15
7/5/2019,1:00 PM - 1:59 PM,3,328.32,27
7/5/2019,9:00 PM - 9:59 PM,3,139.48,8
7/5/2019,8:00 PM - 8:59 PM,3,312.22,9
7/5/2019,8:00 PM - 8:59 PM,3,272.66,17
7/5/2019,3:00 PM - 3:59 PM,3,167.21,8
7/5/2019,9:00 PM - 9:59 PM,3,190,8
7/5/2019,3:00 PM - 3:59 PM,3,49.8,6
7/5/2019,10:00 AM - 10:59 AM,3,460.71,22
7/5/2019,11:00 AM - 11:59 AM,3,390.96,33
7/5/2019,8:00 PM - 8:59 PM,3,318.33,6
7/5/2019,11:00 AM - 11:59 AM,3,75.92,6
7/5/2019,7:00 PM - 7:59 PM,3,587.31,27
7/5/2019,10:00 AM - 10:59 AM,3,341.46,20
7/5/2019,5:00 PM - 5:59 PM,3,268.56,5
7/5/2019,11:00 PM - 11:59 PM,3,-61.92,1
7/5/2019,8:00 AM - 8:59 AM,3,127.42,13
7/5/2019,6:00 PM - 6:59 PM,3,325.87,27
7/5/2019,6:00 PM - 6:59 PM,3,336.86,9
7/5/2019,1:00 PM - 1:59 PM,3,247.8,15
7/5/2019,12:00 PM - 12:59 PM,3,565.95,36
7/5/2019,7:00 AM - 7:59 AM,3,42.63,5
7/5/2019,7:00 AM - 7:59 AM,3,27.88,2
7/5/2019,9:00 AM - 9:59 AM,3,223.28,13
7/5/2019,9:00 AM - 9:59 AM,3,275.42,17
7/5/2019,7:00 PM - 7:59 PM,3,516.24,15
7/5/2019,10:00 PM - 10:59 PM,3,90.03,6
7/5/2019,5:00 PM - 5:59 PM,3,199.7,13
7/5/2019,7:00 PM - 7:59 PM,3,624.94,15
7/5/2019,12:00 AM - 12:59 AM,3,-14.89,0
7/5/2019,6:00 PM - 6:59 PM,3,374.02,19
7/5/2019,8:00 PM - 8:59 PM,3,436.82,10
7/5/2019,11:00 AM - 11:59 AM,3,698.63,29
7/5/2019,2:00 PM - 2:59 PM,3,114.5,6
7/5/2019,7:00 PM - 7:59 PM,3,276.95,13
7/5/2019,2:00 PM - 2:59 PM,3,43.96,0
7/5/2019,2:00 PM - 2:59 PM,3,18.92,1
7/5/2019,7:00 AM - 7:59 AM,3,36,3
7/5/2019,10:00 PM - 10:59 PM,3,68.49,4
7/5/2019,10:00 PM - 10:59 PM,3,143.37,12
7/5/2019,12:00 PM - 12:59 PM,3,412.93,14
7/5/2019,11:00 PM - 11:59 PM,3,-45.27,3
7/5/2019,9:00 AM - 9:59 AM,3,14.36,6
7/5/2019,4:00 PM - 4:59 PM,3,55.28,3
7/5/2019,11:00 AM - 11:59 AM,3,344.96,16
7/5/2019,7:00 AM - 7:59 AM,3,0,0
7/5/2019,6:00 PM - 6:59 PM,3,458.58,25
7/5/2019,1:00 PM - 1:59 PM,3,203.03,13
7/6/2019,6:00 PM - 6:59 PM,3,431.07,16
7/6/2019,3:00 PM - 3:59 PM,3,9.89,1
7/6/2019,4:00 PM - 4:59 PM,3,39.09,2
7/6/2019,7:00 PM - 7:59 PM,3,226.82,16
7/6/2019,11:00 AM - 11:59 AM,3,350.94,22
7/6/2019,2:00 PM - 2:59 PM,3,205.3,10
7/6/2019,9:00 PM - 9:59 PM,3,155.66,4
7/6/2019,10:00 AM - 10:59 AM,3,197.89,23
7/6/2019,1:00 PM - 1:59 PM,3,413.81,10
7/6/2019,10:00 AM - 10:59 AM,3,529.42,30
7/6/2019,10:00 PM - 10:59 PM,3,23.89,1
7/6/2019,9:00 PM - 9:59 PM,3,69.85,2
7/6/2019,1:00 PM - 1:59 PM,3,336.51,30
7/6/2019,5:00 PM - 5:59 PM,3,93.73,7
7/6/2019,9:00 AM - 9:59 AM,3,405.1,25
7/6/2019,12:00 PM - 12:59 PM,3,519.6,31
7/6/2019,11:00 AM - 11:59 AM,3,479.35,29
7/6/2019,10:00 PM - 10:59 PM,3,69.83,1
7/6/2019,8:00 AM - 8:59 AM,3,162.37,16
7/6/2019,1:00 PM - 1:59 PM,3,390.31,21
7/6/2019,11:00 PM - 11:59 PM,3,-44.92,0
7/6/2019,11:00 PM - 11:59 PM,3,-59,0
7/6/2019,8:00 AM - 8:59 AM,3,113.9,7
7/6/2019,8:00 AM - 8:59 AM,3,205.27,15
7/6/2019,10:00 AM - 10:59 AM,3,352.49,17
7/6/2019,6:00 PM - 6:59 PM,3,353.59,15
7/6/2019,3:00 PM - 3:59 PM,3,107.43,9
7/6/2019,3:00 PM - 3:59 PM,3,128.03,9
7/6/2019,9:00 PM - 9:59 PM,3,145.73,10
7/6/2019,7:00 PM - 7:59 PM,3,386.49,24
7/6/2019,7:00 PM - 7:59 PM,3,251.15,10
7/6/2019,2:00 PM - 2:59 PM,3,285.21,8
7/6/2019,2:00 PM - 2:59 PM,3,328.52,17
7/6/2019,11:00 AM - 11:59 AM,3,361.1,14
7/6/2019,6:00 PM - 6:59 PM,3,496.33,20
7/6/2019,3:00 PM - 3:59 PM,3,136.28,5
7/6/2019,5:00 PM - 5:59 PM,3,419.69,24
7/6/2019,8:00 PM - 8:59 PM,3,372.19,13
7/6/2019,1:00 PM - 1:59 PM,3,194.66,22
7/6/2019,5:00 PM - 5:59 PM,3,149.05,8
7/6/2019,11:00 AM - 11:59 AM,3,272.95,18
7/6/2019,12:00 PM - 12:59 PM,3,388.48,18
7/6/2019,10:00 AM - 10:59 AM,3,304.2,13
7/6/2019,4:00 PM - 4:59 PM,3,111.78,5
7/6/2019,8:00 PM - 8:59 PM,3,106.75,3
7/6/2019,10:00 PM - 10:59 PM,3,33.8,4
7/6/2019,8:00 PM - 8:59 PM,3,337.55,12
7/6/2019,8:00 PM - 8:59 PM,3,363.11,16
7/6/2019,10:00 PM - 10:59 PM,3,-0.74,0
7/6/2019,5:00 PM - 5:59 PM,3,109.82,8
7/6/2019,9:00 AM - 9:59 AM,3,321.28,24
7/6/2019,9:00 AM - 9:59 AM,3,174.62,9
7/6/2019,12:00 PM - 12:59 PM,3,615,25
7/6/2019,9:00 PM - 9:59 PM,3,221.74,6
7/6/2019,8:00 AM - 8:59 AM,3,198.8,12
7/6/2019,2:00 PM - 2:59 PM,3,138.61,9
7/6/2019,4:00 PM - 4:59 PM,3,69.74,8
7/6/2019,4:00 PM - 4:59 PM,3,144.75,6
7/6/2019,7:00 PM - 7:59 PM,3,572.45,16
7/6/2019,12:00 PM - 12:59 PM,3,191.18,11
7/6/2019,6:00 PM - 6:59 PM,3,381.92,21
7/6/2019,7:00 AM - 7:59 AM,3,15.79,1
7/6/2019,9:00 AM - 9:59 AM,3,289.44,25
7/7/2019,10:00 AM - 10:59 AM,3,363.08,15
7/7/2019,9:00 AM - 9:59 AM,3,378.42,27
7/7/2019,8:00 AM - 8:59 AM,3,181.66,18
7/7/2019,10:00 AM - 10:59 AM,3,388.38,21
7/7/2019,4:00 PM - 4:59 PM,3,208.16,17
7/7/2019,9:00 PM - 9:59 PM,3,20.09,0
7/7/2019,10:00 PM - 10:59 PM,3,39.98,0
7/7/2019,4:00 PM - 4:59 PM,3,98.79,12
7/7/2019,8:00 PM - 8:59 PM,3,275.1,10
7/7/2019,8:00 PM - 8:59 PM,3,121.44,3
7/7/2019,4:00 PM - 4:59 PM,3,163.04,13
7/7/2019,6:00 PM - 6:59 PM,3,154.63,8
7/7/2019,5:00 PM - 5:59 PM,3,374.31,16
7/7/2019,10:00 AM - 10:59 AM,3,340.73,18
7/7/2019,9:00 PM - 9:59 PM,3,57.56,12
7/7/2019,2:00 PM - 2:59 PM,3,491.7,27
7/7/2019,4:00 PM - 4:59 PM,3,197.78,5
7/7/2019,11:00 AM - 11:59 AM,3,474.01,22
7/7/2019,5:00 PM - 5:59 PM,3,104.76,7
7/7/2019,6:00 PM - 6:59 PM,3,181.66,10
7/7/2019,2:00 PM - 2:59 PM,3,397.35,9
7/7/2019,1:00 PM - 1:59 PM,3,502.79,25
7/7/2019,12:00 PM - 12:59 PM,3,353.69,19
7/7/2019,10:00 PM - 10:59 PM,3,-63.42,0
7/7/2019,9:00 PM - 9:59 PM,3,256.15,13
7/7/2019,9:00 AM - 9:59 AM,3,148.89,4
7/7/2019,12:00 PM - 12:59 PM,3,405.2,20
7/7/2019,7:00 AM - 7:59 AM,3,27.96,2
7/7/2019,3:00 PM - 3:59 PM,3,-0.97,4
7/7/2019,3:00 PM - 3:59 PM,3,204.22,12
7/7/2019,7:00 AM - 7:59 AM,3,29.18,3
7/7/2019,6:00 PM - 6:59 PM,3,375.95,21
7/7/2019,9:00 PM - 9:59 PM,3,30,5
7/7/2019,11:00 AM - 11:59 AM,3,272.82,21
7/7/2019,5:00 PM - 5:59 PM,3,200.68,11
7/7/2019,3:00 PM - 3:59 PM,3,31.99,3
7/7/2019,11:00 AM - 11:59 AM,3,321.46,27
7/7/2019,9:00 AM - 9:59 AM,3,291.4,13
7/7/2019,7:00 PM - 7:59 PM,3,148.33,2
7/7/2019,7:00 PM - 7:59 PM,3,452.35,14
7/7/2019,8:00 AM - 8:59 AM,3,102.17,11
7/7/2019,3:00 PM - 3:59 PM,3,71.17,1
7/7/2019,5:00 PM - 5:59 PM,3,133.41,7
7/7/2019,7:00 PM - 7:59 PM,3,299.64,19
7/7/2019,8:00 PM - 8:59 PM,3,98.51,8
7/7/2019,7:00 AM - 7:59 AM,3,11.07,0
7/7/2019,1:00 PM - 1:59 PM,3,496.43,27
7/7/2019,8:00 AM - 8:59 AM,3,139.18,9
7/7/2019,9:00 AM - 9:59 AM,3,207.76,21
7/7/2019,1:00 PM - 1:59 PM,3,404.77,31
7/7/2019,10:00 AM - 10:59 AM,3,373.9,29
7/7/2019,2:00 PM - 2:59 PM,3,244.78,8
7/7/2019,12:00 PM - 12:59 PM,3,464.2,21
7/7/2019,2:00 PM - 2:59 PM,3,219.82,21
7/7/2019,7:00 PM - 7:59 PM,3,373.34,17
7/7/2019,6:00 PM - 6:59 PM,3,325.46,2
7/7/2019,8:00 AM - 8:59 AM,3,86.49,8
7/7/2019,8:00 PM - 8:59 PM,3,70,5
7/7/2019,10:00 PM - 10:59 PM,3,12,0
7/7/2019,1:00 PM - 1:59 PM,3,327.44,16
7/7/2019,11:00 AM - 11:59 AM,3,351.73,16
7/7/2019,12:00 PM - 12:59 PM,3,435.71,19
7/8/2019,8:00 PM - 8:59 PM,3,62.75,2
7/8/2019,6:00 PM - 6:59 PM,3,127.75,16
7/8/2019,3:00 PM - 3:59 PM,3,165.35,3
7/8/2019,4:00 PM - 4:59 PM,3,20,3
7/8/2019,8:00 PM - 8:59 PM,3,223.9,5
7/8/2019,7:00 PM - 7:59 PM,3,214.02,5
7/8/2019,9:00 AM - 9:59 AM,3,23.47,1
7/8/2019,12:00 PM - 12:59 PM,3,736.15,43
7/8/2019,7:00 AM - 7:59 AM,3,17.68,3
7/8/2019,9:00 PM - 9:59 PM,3,36.08,6
7/8/2019,10:00 PM - 10:59 PM,3,0,0
7/8/2019,10:00 AM - 10:59 AM,3,56.85,3
7/8/2019,8:00 PM - 8:59 PM,3,377.97,7
7/8/2019,6:00 PM - 6:59 PM,3,178.14,4
7/8/2019,1:00 PM - 1:59 PM,3,185.59,12
7/8/2019,8:00 AM - 8:59 AM,3,30.73,2
7/8/2019,3:00 PM - 3:59 PM,3,105.53,8
7/8/2019,4:00 PM - 4:59 PM,3,39.18,1
7/8/2019,8:00 PM - 8:59 PM,3,267.75,17
7/8/2019,9:00 AM - 9:59 AM,3,5,0
7/8/2019,10:00 PM - 10:59 PM,3,22,0
7/8/2019,10:00 AM - 10:59 AM,3,84.11,7
7/8/2019,1:00 PM - 1:59 PM,3,22.67,1
7/8/2019,10:00 AM - 10:59 AM,3,66.04,0
7/8/2019,9:00 AM - 9:59 AM,3,63.45,6
7/8/2019,2:00 PM - 2:59 PM,3,-13.65,3
7/8/2019,5:00 PM - 5:59 PM,3,142.25,4
7/8/2019,9:00 PM - 9:59 PM,3,0,0
7/8/2019,12:00 PM - 12:59 PM,3,110.51,5
7/8/2019,10:00 PM - 10:59 PM,3,-17.25,1
7/8/2019,10:00 AM - 10:59 AM,3,49.26,4
7/8/2019,11:00 AM - 11:59 AM,3,263.8,17
7/8/2019,11:00 AM - 11:59 AM,3,102.45,2
7/8/2019,7:00 AM - 7:59 AM,3,3.69,1
7/8/2019,9:00 PM - 9:59 PM,3,48.89,2
7/8/2019,7:00 PM - 7:59 PM,3,292.86,13
